25928.0,23150.0,21298.0,15742.0,10186.0
26705.84,24145.449999999997,22213.814000000002,16119.808,10430.464
27507.0152,25183.704349999996,23169.008002,16506.683392000003,10680.795136
28332.225656000002,26266.603637049993,24165.275346086,16902.843793408003,10937.134219264
29182.19242568,27396.067593443142,25204.382185967694,17308.512044449795,11199.625440526335
30057.6581984504,28574.098499961197,26288.1706199643,17723.91633351659,11468.416451098969
30959.38794440392,29802.784735459525,27418.561956622765,18149.29032552099,11743.658445925343
31888.169582736038,31084.30447908428,28597.560120757542,18584.873293333494,12025.506248627551
32685.37382230444,31612.73765522871,29827.255205950114,19253.9287318935,12290.067386097357
33502.50816786205,32150.154195367595,31109.827179805965,19947.07016624167,12560.4488685915
34340.0708720586,32696.70681668884,32447.54974853762,20665.164692226368,12836.778743700514
35198.572643860054,33252.550832572546,33842.79438772473,21409.11062114652,13119.187876061926
36078.53695995655,33817.84419672628,35298.0345463969,22179.838603507793,13407.810009335288
36980.50038395546,34392.74754807062,36815.85003189196,22978.312793234076,13702.781829540663
37905.01289355435,34977.424256387814,38398.931583263315,23805.532053790503,14004.24302979056
38852.6382158932,35572.0404687464,40050.085641343634,24662.531207726963,14312.336376445952
39823.95417129053,36176.76515671509,41772.23932392141,25550.38233120513,14627.207776727764
40819.553025572786,36791.770164379246,43568.44561485002,26470.19609512852,14949.006347815775
41840.0418512121,37417.23025717369,45441.888776288564,27423.12315455315,15277.884487467722
42886.0428974924,38053.323171545635,47395.88999366897,28410.35558811706,15613.99794619201
42843.156854594905,38015.26984837409,47348.4941036753,28836.510921938814,15707.681933869164
42800.313697740305,37977.25457852572,47301.14560957163,29269.058585767893,15801.928025472378
42757.51338404257,37939.277323947186,47253.844463962065,29708.094464554408,15896.739593625212
42714.755870658526,37901.33804662324,47206.5906194981,30153.71588152272,15992.120031186963
42672.04111478787,37863.43670857661,47159.3840288786,30606.02161974556,16088.072751374088
42629.36907367308,37825.57327186804,47112.224644849724,31065.111944041742,16184.601187882332
42586.73970459941,37787.74769859617,47065.112420204874,31531.088623202366,16281.708795009628
42544.15296489481,37749.95995089757,47018.04730778467,32004.0549525504,16379.399047779685
42501.60881192992,37712.20999094668,46971.029260476884,32484.115776838647,16477.675442066364
42459.10720311799,37674.49778095573,46924.058231216404,32971.37751349122,16576.54149471876
42416.64809591487,37636.823283174774,46877.134172985185,33465.94817619359,16676.000743687073
42374.231447818944,37599.1864598916,46830.257038812204,33967.93739883649,16776.056748149196
42331.85721637113,37561.58727343171,46783.42678177339,34477.45645981903,16876.71308863809
42289.52535915476,37524.025686158275,46736.643354991626,34994.618306716315,16977.973367169918
42247.23583379561,37486.501660472124,46689.906711636635,35519.537581317054,17079.841207372938
42204.98859796181,37449.01515881165,46643.216804924996,36052.33064503681,17182.320254617174
42162.78360936385,37411.56614365284,46596.573588120074,36593.11560471236,17285.414176144877
42120.62082575448,37374.15457750918,46549.97701453195,37142.01233878304,17389.126661201746
42078.50020492873,37336.78042293167,46503.42703751742,37699.14252386478,17493.461421168955
42036.4217047238,37299.44364250873,46456.9236104799,38264.62966172275,17598.422189695968
41994.38528301907,37262.144198866226,46410.46668686942,38838.59910664859,17704.012722834144
41952.39089773606,37224.88205466736,46364.05622018255,39421.178093248316,17810.23679917115
41910.43850683832,37187.657172612686,46317.69216396237,40012.495764647036,17917.098219966178
41868.528068331485,37150.46951544007,46271.37447179841,40612.683201116735,18024.600809285974
41826.65954026315,37113.31904592463,46225.10309732661,41221.87344913348,18132.74841414169
41784.83288072289,37076.2057268787,46178.87799422928,41840.20155087048,18241.54490462654
41743.04804784217,37039.12952115183,46132.699116235046,42467.80457413353,18350.9941740543
41701.30499979433,37002.09039163068,46086.56641711882,43104.821642745526,18461.100139098628
41659.60369479454,36965.08830123905,46040.4798507017,43751.393967386706,18571.866739933215
41617.944091099744,36928.123212937804,45994.439370850996,44407.6648768975,18683.297940372817
41576.32614700864,36891.19508972487,45948.444931480146,45073.77985005096,18795.397728015054
41534.74982086163,36854.303894635144,45902.49648654867,45749.886547801725,18908.17011438314
41493.21507104077,36817.44959074051,45856.59399006212,46436.134846018744,19021.619135069443
41451.72185596973,36780.63214114976,45810.73739607206,47132.67686870902,19135.74884987986
41410.27013411376,36743.851509008615,45764.926658675984,47839.66702173965,19250.563342979138
41368.85986397965,36707.107657499604,45719.16173201731,48557.26202706574,19366.066723037013
41327.49100411567,36670.40054984211,45673.44257028529,49285.62095747172,19482.263123375236
41286.16351311155,36633.73014929226,45627.76912771501,50024.90527183379,19599.156702115488
41244.87734959844,36597.096419142974,45582.14135858729,50775.27885091129,19716.75164232818
41203.63247224884,36560.49932272383,45536.5592172287,51536.90803367496,19835.05215218215
41162.42883977659,36523.938823401106,45491.02265801147,52309.96165418007,19954.062465095245
41121.26641093681,36487.4148845777,45445.53163535346,53094.61107899277,20073.786839885815
41080.14514452587,36450.92746969313,45400.0861037181,53891.03024517766,20194.22956092513
41039.06499938134,36414.476542223434,45354.68601761438,54699.39569885531,20315.394938290683
40998.02593438196,36378.06206568121,45309.331331596775,55519.88663433814,20437.287307920426
